rk	ufi	uni	full_name	nt	lat_dd	long_dd	efctv_dt	term_dt_f	term_dt_n	desig_cd	fc	cc_ft	adm1	ft_link	name_rank	lang_cd	transl_cd	script_cd	name_link	cc_nm	generic	full_nm_nd	sort_gen	sort_name	lat_dms	long_dms	mgrs	mod_dt_ft	mod_dt_nm	dialect_cd	display	gis_notes
5	6241747	6267212	Jamargadi	N	29.763929	78.582886				TRIG	S	IND	IN-UT		1							Jamargadi		JAMARGADI	29:45:50	78:34:58	44RKT6629095075	2012-08-29T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6243188	6268877	Gollaguda Railroad Station	N	17.417094	78.033716				RSTN	S	IND	IN-AP		2							Gollaguda Railroad Station		GOLLAGUDARAILROADSTATION	17:25:02	78:02:01	44QJE8485028140	2015-07-09T00:00:00.000Z	2015-07-09T00:00:00.000Z		1,2,3,4,5	
5	6243188	16309053	Gollaguda	N	17.417094	78.033716				RSTN	S	IND	IN-AP		1							Gollaguda		GOLLAGUDA	17:25:02	78:02:01	44QJE8485028140	2015-07-09T00:00:00.000Z	2015-07-09T00:00:00.000Z		1,2,3,4,5	
5	6243318	6269007	Timmapur Railroad Station	V	17.169109	78.288838				RSTN	S	IND	IN-AP									Timmapur Railroad Station		TIMMAPURRAILROADSTATION	17:10:09	78:17:20	44QKE1158600278	2015-07-10T00:00:00.000Z	2015-07-10T00:00:00.000Z		1,2,3,4,5	
5	6243318	16315462	Timmāpur	N	17.169109	78.288838				RSTN	S	IND	IN-AP		1							Timmapur		TIMMAPUR	17:10:09	78:17:20	44QKE1158600278	2015-07-10T00:00:00.000Z	2015-07-10T00:00:00.000Z		1,2,3,4,5	
5	6243318	16315461	Timmāpur Railroad Station	N	17.169109	78.288838				RSTN	S	IND	IN-AP		2							Timmapur Railroad Station	RAILROADSTATION	TIMMAPURRAILROADSTATION	17:10:09	78:17:20	44QKE1158600278	2015-07-10T00:00:00.000Z	2015-07-10T00:00:00.000Z		1,2,3,4,5	
5	6243371	16391643	Umdānagar	N	17.263639	78.393285				RSTN	S	IND	IN-AP		1							Umdanagar		UMDANAGAR	17:15:49	78:23:36	44QKE2284410592	2015-07-21T00:00:00.000Z	2015-07-21T00:00:00.000Z		1,2,3,4,5	
5	6243371	6269060	Umdanagar Railroad Station	V	17.263639	78.393285				RSTN	S	IND	IN-AP									Umdanagar Railroad Station		UMDANAGARRAILROADSTATION	17:15:49	78:23:36	44QKE2284410592	2015-07-21T00:00:00.000Z	2015-07-22T00:00:00.000Z		1,2,3,4,5	
5	6243371	16391689	Umdānagar Railroad Station	N	17.263639	78.393285				RSTN	S	IND	IN-AP		2							Umdanagar Railroad Station		UMDANAGARRAILROADSTATION	17:15:49	78:23:36	44QKE2284410592	2015-07-21T00:00:00.000Z	2015-07-21T00:00:00.000Z		1,2,3,4,5	
5	6243391	16391701	Falakhuma Railroad Station	N	17.332666	78.475232				RSTN	S	IND	IN-AP		2							Falakhuma Railroad Station		FALAKHUMARAILROADSTATION	17:19:58	78:28:31	44QKE3166218119	2015-07-21T00:00:00.000Z	2015-07-21T00:00:00.000Z		1,2,3,4,5	
